player,date,game_number,pts,gmsc,ts_pct,rolling_10g_pts,rolling_10g_gmsc,cumulative_pts
Devin Booker,2025-04-11 00:00:00,75,18,14.5,0.723,24.6,16.64,1923
Donovan Mitchell,2024-10-23 00:00:00,1,21,16.8,0.615,21.0,16.8,21
Donovan Mitchell,2024-10-25 00:00:00,2,19,8.0,0.417,20.0,12.4,40
Donovan Mitchell,2024-10-26 00:00:00,3,30,25.1,0.776,23.333333333333332,16.633333333333336,70
Donovan Mitchell,2024-10-28 00:00:00,4,25,15.6,0.666,23.75,16.375,95
Donovan Mitchell,2024-10-30 00:00:00,5,24,20.0,0.6,23.8,17.1,119
Donovan Mitchell,2024-11-01 00:00:00,6,22,13.7,0.693,23.5,16.533333333333335,141
Donovan Mitchell,2024-11-02 00:00:00,7,30,20.0,0.561,24.428571428571427,17.02857142857143,171
Donovan Mitchell,2024-11-04 00:00:00,8,14,7.1,0.441,23.125,15.7875,185
Donovan Mitchell,2024-11-06 00:00:00,9,29,21.6,0.64,23.77777777777778,16.433333333333334,214
Donovan Mitchell,2024-11-08 00:00:00,10,12,3.2,0.432,22.6,15.11,226
Donovan Mitchell,2024-11-09 00:00:00,11,22,15.8,0.709,22.7,15.01,248
Donovan Mitchell,2024-11-11 00:00:00,12,36,29.6,0.628,24.4,17.17,284
Donovan Mitchell,2024-11-13 00:00:00,13,23,24.5,0.548,23.7,17.11,307
Donovan Mitchell,2024-11-15 00:00:00,14,37,30.8,0.709,24.9,18.630000000000003,344
Donovan Mitchell,2024-11-19 00:00:00,15,35,21.4,0.538,26.0,18.77,379
Donovan Mitchell,2024-11-20 00:00:00,16,10,7.8,0.46,24.8,18.18,389
Donovan Mitchell,2024-11-24 00:00:00,17,26,16.5,0.705,24.4,17.830000000000002,415
Donovan Mitchell,2024-11-27 00:00:00,18,30,21.0,0.545,26.0,19.22,445
Donovan Mitchell,2024-11-29 00:00:00,19,12,5.0,0.261,24.3,17.56,457
Donovan Mitchell,2024-12-01 00:00:00,20,35,27.0,0.714,26.6,19.94,492
Donovan Mitchell,2024-12-03 00:00:00,21,19,18.5,0.582,26.3,20.21,511
Donovan Mitchell,2024-12-05 00:00:00,22,28,17.9,0.583,25.5,19.04,539
Donovan Mitchell,2024-12-07 00:00:00,23,18,16.2,0.699,25.0,18.21,557
Donovan Mitchell,2024-12-08 00:00:00,24,12,5.2,0.365,22.5,15.65,569
Donovan Mitchell,2024-12-13 00:00:00,25,20,15.4,0.518,21.0,15.05,589
Donovan Mitchell,2024-12-16 00:00:00,26,18,16.8,0.571,21.8,15.95,607
Donovan Mitchell,2024-12-20 00:00:00,27,27,26.3,0.729,21.9,16.93,634
Donovan Mitchell,2024-12-21 00:00:00,28,19,11.3,0.578,20.8,15.959999999999999,653
Donovan Mitchell,2024-12-23 00:00:00,29,22,20.9,0.64,21.8,17.55,675
Donovan Mitchell,2024-12-27 00:00:00,30,33,28.8,0.822,21.6,17.73,708
Donovan Mitchell,2024-12-30 00:00:00,31,23,16.0,0.605,22.0,17.48,731
Donovan Mitchell,2024-12-31 00:00:00,32,26,16.2,0.586,21.8,17.31,757
Donovan Mitchell,2025-01-03 00:00:00,33,15,13.1,0.609,21.5,17.0,772
Donovan Mitchell,2025-01-05 00:00:00,34,19,12.9,0.594,22.2,17.77,791
Donovan Mitchell,2025-01-08 00:00:00,35,11,3.0,0.31,21.3,16.53,802
Donovan Mitchell,2025-01-12 00:00:00,36,19,10.5,0.531,21.4,15.9,821
Donovan Mitchell,2025-01-14 00:00:00,37,35,28.1,0.66,22.2,16.080000000000002,856
Donovan Mitchell,2025-01-16 00:00:00,38,8,1.3,0.252,21.1,15.080000000000002,864
Donovan Mitchell,2025-01-18 00:00:00,39,36,26.8,0.581,22.5,15.669999999999998,900
Donovan Mitchell,2025-01-20 00:00:00,40,33,26.3,0.588,22.5,15.419999999999998,933
Donovan Mitchell,2025-01-22 00:00:00,41,19,9.4,0.409,22.1,14.76,952
Donovan Mitchell,2025-01-24 00:00:00,42,37,28.9,0.698,23.2,16.03,989
Donovan Mitchell,2025-01-25 00:00:00,43,33,23.9,0.533,25.0,17.11,1022
Donovan Mitchell,2025-01-27 00:00:00,44,21,19.8,0.696,25.2,17.8,1043
Donovan Mitchell,2025-01-29 00:00:00,45,34,27.8,0.725,27.5,20.28,1077
Donovan Mitchell,2025-01-30 00:00:00,46,24,19.7,0.659,28.0,21.2,1101
Donovan Mitchell,2025-02-02 00:00:00,47,12,10.5,0.607,25.7,19.44,1113
Donovan Mitchell,2025-02-04 00:00:00,48,31,22.1,0.589,28.0,21.52,1144
Donovan Mitchell,2025-02-07 00:00:00,49,33,21.2,0.585,27.7,20.96,1177
Donovan Mitchell,2025-02-10 00:00:00,50,23,22.5,0.751,26.7,20.580000000000002,1200
Donovan Mitchell,2025-02-12 00:00:00,51,21,15.5,0.538,26.9,21.19,1221
Donovan Mitchell,2025-02-20 00:00:00,52,26,14.4,0.512,25.8,19.740000000000002,1247
Donovan Mitchell,2025-02-21 00:00:00,53,27,24.4,0.827,25.2,19.79,1274
Donovan Mitchell,2025-02-23 00:00:00,54,33,22.7,0.593,26.4,20.080000000000002,1307
Donovan Mitchell,2025-02-25 00:00:00,55,11,7.0,0.458,24.1,18.0,1318
Donovan Mitchell,2025-02-28 00:00:00,56,41,30.6,0.665,25.8,19.09,1359
Donovan Mitchell,2025-03-04 00:00:00,57,28,23.3,0.604,27.4,20.369999999999997,1387
Donovan Mitchell,2025-03-05 00:00:00,58,26,19.1,0.647,26.9,20.07,1413
Donovan Mitchell,2025-03-07 00:00:00,59,24,9.2,0.446,26.0,18.869999999999997,1437
Donovan Mitchell,2025-03-09 00:00:00,60,15,8.8,0.415,25.2,17.5,1452
Donovan Mitchell,2025-03-16 00:00:00,61,23,10.3,0.398,25.4,16.98,1475
Donovan Mitchell,2025-03-18 00:00:00,62,18,14.3,0.436,24.6,16.97,1493
Donovan Mitchell,2025-03-19 00:00:00,63,26,18.8,0.62,24.5,16.41,1519
Donovan Mitchell,2025-03-21 00:00:00,64,7,0.1,0.177,21.9,14.15,1526
Donovan Mitchell,2025-03-23 00:00:00,65,16,11.6,0.472,22.4,14.61,1542
Donovan Mitchell,2025-03-27 00:00:00,66,25,29.3,0.619,20.8,14.48,1567
Donovan Mitchell,2025-03-28 00:00:00,67,38,25.6,0.639,21.8,14.709999999999999,1605
Donovan Mitchell,2025-03-30 00:00:00,68,24,24.4,0.578,21.6,15.24,1629
Donovan Mitchell,2025-04-02 00:00:00,69,27,24.0,0.683,21.9,16.720000000000002,1656
Donovan Mitchell,2025-04-04 00:00:00,70,26,19.7,0.63,23.0,17.81,1682
Donovan Mitchell,2025-04-06 00:00:00,71,19,13.6,0.498,22.6,18.14,1701
Donovan Mitchell,2025-04-20 00:00:00,72,30,26.2,0.679,23.8,19.330000000000002,1731
Donovan Mitchell,2025-04-23 00:00:00,73,30,24.1,0.659,24.2,19.86,1761
Donovan Mitchell,2025-04-26 00:00:00,74,13,3.9,0.401,24.8,20.240000000000002,1774
Donovan Mitchell,2025-04-28 00:00:00,75,22,16.8,0.693,25.4,20.759999999999998,1796
Donovan Mitchell,2025-05-04 00:00:00,76,33,20.5,0.486,26.2,19.880000000000003,1829
Donovan Mitchell,2025-05-06 00:00:00,77,48,38.1,0.612,27.2,21.130000000000003,1877
Donovan Mitchell,2025-05-09 00:00:00,78,43,32.3,0.611,29.1,21.919999999999998,1920
Donovan Mitchell,2025-05-11 00:00:00,79,12,5.5,0.44,27.6,20.07,1932
Donovan Mitchell,2025-05-13 00:00:00,80,35,24.4,0.511,28.5,20.54,1967
Giannis Antetokounmpo,2024-10-23 00:00:00,1,25,23.3,0.693,25.0,23.3,25
Giannis Antetokounmpo,2024-10-25 00:00:00,2,38,28.5,0.632,31.5,25.9,63
Giannis Antetokounmpo,2024-10-27 00:00:00,3,22,21.3,0.694,28.333333333333332,24.366666666666664,85
Giannis Antetokounmpo,2024-10-28 00:00:00,4,30,14.8,0.524,28.75,21.975,115
Giannis Antetokounmpo,2024-10-31 00:00:00,5,37,32.0,0.725,30.4,23.98,152
Giannis Antetokounmpo,2024-11-02 00:00:00,6,34,32.4,0.565,31.0,25.383333333333336,186
Giannis Antetokounmpo,2024-11-07 00:00:00,7,31,23.8,0.59,31.0,25.157142857142855,217
Giannis Antetokounmpo,2024-11-08 00:00:00,8,24,17.9,0.508,30.125,24.25,241
Giannis Antetokounmpo,2024-11-10 00:00:00,9,43,34.9,0.644,31.555555555555557,25.433333333333334,284
Giannis Antetokounmpo,2024-11-12 00:00:00,10,23,21.1,0.721,30.7,25.0,307
Giannis Antetokounmpo,2024-11-13 00:00:00,11,59,54.2,0.711,34.1,28.089999999999996,366
Giannis Antetokounmpo,2024-11-16 00:00:00,12,22,22.9,0.49,32.5,27.53,388
Giannis Antetokounmpo,2024-11-18 00:00:00,13,20,10.1,0.498,32.3,26.410000000000004,408
Giannis Antetokounmpo,2024-11-20 00:00:00,14,41,36.5,0.68,33.4,28.580000000000002,449
Giannis Antetokounmpo,2024-11-22 00:00:00,15,37,33.7,0.716,33.4,28.75,486
Giannis Antetokounmpo,2024-11-23 00:00:00,16,32,24.8,0.584,33.2,27.99,518
Giannis Antetokounmpo,2024-11-30 00:00:00,17,42,38.0,0.667,34.3,29.410000000000004,560
Giannis Antetokounmpo,2024-12-03 00:00:00,18,28,24.7,0.86,34.7,30.089999999999996,588
Giannis Antetokounmpo,2024-12-04 00:00:00,19,31,24.6,0.609,33.5,29.060000000000002,619
Giannis Antetokounmpo,2024-12-06 00:00:00,20,30,20.3,0.543,34.2,28.98,649
Giannis Antetokounmpo,2024-12-08 00:00:00,21,34,28.8,0.644,31.7,26.439999999999998,683
Giannis Antetokounmpo,2024-12-10 00:00:00,22,37,25.8,0.632,33.2,26.73,720
Giannis Antetokounmpo,2024-12-14 00:00:00,23,32,36.4,0.698,34.4,29.360000000000003,752
Giannis Antetokounmpo,2024-12-17 00:00:00,24,26,27.9,0.545,32.9,28.5,778
Giannis Antetokounmpo,2024-12-20 00:00:00,25,33,25.5,0.625,32.5,27.68,811
Giannis Antetokounmpo,2024-12-31 00:00:00,26,30,24.7,0.583,32.3,27.669999999999998,841
Giannis Antetokounmpo,2025-01-02 00:00:00,27,27,20.7,0.475,30.8,25.939999999999998,868
Giannis Antetokounmpo,2025-01-04 00:00:00,28,31,21.4,0.539,31.1,25.610000000000003,899
Giannis Antetokounmpo,2025-01-06 00:00:00,29,11,12.7,0.619,29.1,24.419999999999998,910
Giannis Antetokounmpo,2025-01-08 00:00:00,30,25,21.0,0.519,28.6,24.490000000000002,935
Giannis Antetokounmpo,2025-01-10 00:00:00,31,41,33.5,0.614,29.3,24.96,976
Giannis Antetokounmpo,2025-01-12 00:00:00,32,24,14.5,0.472,28.0,23.83,1000
Giannis Antetokounmpo,2025-01-14 00:00:00,33,33,31.7,0.633,28.1,23.36,1033
Giannis Antetokounmpo,2025-01-15 00:00:00,34,26,19.4,0.702,28.1,22.509999999999998,1059
Giannis Antetokounmpo,2025-01-17 00:00:00,35,35,25.1,0.627,28.3,22.47,1094
Giannis Antetokounmpo,2025-01-19 00:00:00,36,34,34.0,0.734,28.7,23.4,1128
Giannis Antetokounmpo,2025-01-23 00:00:00,37,25,21.9,0.558,28.5,23.52,1153
Giannis Antetokounmpo,2025-01-25 00:00:00,38,36,25.1,0.629,29.0,23.89,1189
Giannis Antetokounmpo,2025-01-27 00:00:00,39,35,32.4,0.639,31.4,25.860000000000003,1224
Giannis Antetokounmpo,2025-01-28 00:00:00,40,39,30.1,0.687,32.8,26.77,1263
Giannis Antetokounmpo,2025-01-31 00:00:00,41,35,29.6,0.6,32.2,26.380000000000003,1298
Giannis Antetokounmpo,2025-02-02 00:00:00,42,30,25.8,0.635,32.8,27.51,1328
Giannis Antetokounmpo,2025-02-20 00:00:00,43,23,18.1,0.71,31.8,26.15,1351
Giannis Antetokounmpo,2025-02-21 00:00:00,44,18,9.1,0.65,31.0,25.12,1369
Giannis Antetokounmpo,2025-02-23 00:00:00,45,23,23.6,0.639,29.8,24.970000000000002,1392
Giannis Antetokounmpo,2025-02-25 00:00:00,46,27,25.0,0.606,29.1,24.07,1419
Giannis Antetokounmpo,2025-02-27 00:00:00,47,28,24.0,0.528,29.4,24.28,1447
Giannis Antetokounmpo,2025-03-01 00:00:00,48,29,33.4,0.735,28.7,25.11,1476
Giannis Antetokounmpo,2025-03-04 00:00:00,49,26,24.4,0.558,27.8,24.31,1502
Giannis Antetokounmpo,2025-03-05 00:00:00,50,32,28.9,0.707,27.1,24.19,1534
Giannis Antetokounmpo,2025-03-08 00:00:00,51,37,32.6,0.665,27.3,24.490000000000002,1571
Giannis Antetokounmpo,2025-03-09 00:00:00,52,30,20.8,0.545,27.3,23.990000000000002,1601
Giannis Antetokounmpo,2025-03-11 00:00:00,53,19,19.3,0.62,26.9,24.11,1620
Giannis Antetokounmpo,2025-03-13 00:00:00,54,24,22.3,0.528,27.5,25.43,1644
Giannis Antetokounmpo,2025-03-15 00:00:00,55,34,29.3,0.786,28.6,26.0,1678
Giannis Antetokounmpo,2025-03-16 00:00:00,56,21,24.1,0.518,28.0,25.910000000000004,1699
Giannis Antetokounmpo,2025-03-18 00:00:00,57,20,19.8,0.442,27.2,25.490000000000002,1719
Giannis Antetokounmpo,2025-03-20 00:00:00,58,28,24.9,0.69,27.1,24.64,1747
Giannis Antetokounmpo,2025-03-22 00:00:00,59,32,29.3,0.622,27.7,25.130000000000003,1779
Giannis Antetokounmpo,2025-03-24 00:00:00,60,31,24.4,0.627,27.6,24.68,1810
Giannis Antetokounmpo,2025-03-28 00:00:00,61,30,25.3,0.687,26.9,23.95,1840
Giannis Antetokounmpo,2025-03-30 00:00:00,62,31,22.2,0.642,27.0,24.09,1871
Giannis Antetokounmpo,2025-04-01 00:00:00,63,37,39.3,0.795,28.8,26.089999999999996,1908
Giannis Antetokounmpo,2025-04-03 00:00:00,64,35,46.0,0.734,29.9,28.46,1943
Giannis Antetokounmpo,2025-04-05 00:00:00,65,36,33.7,0.663,30.1,28.9,1979
Giannis Antetokounmpo,2025-04-08 00:00:00,66,23,27.1,0.58,30.3,29.2,2002
Giannis Antetokounmpo,2025-04-10 00:00:00,67,28,26.4,0.654,31.1,29.860000000000003,2030
Giannis Antetokounmpo,2025-04-11 00:00:00,68,32,34.2,0.596,31.5,30.79,2062
Giannis Antetokounmpo,2025-04-19 00:00:00,69,36,24.8,0.608,31.9,30.339999999999996,2098
Giannis Antetokounmpo,2025-04-22 00:00:00,70,34,33.0,0.697,32.2,31.2,2132
Giannis Antetokounmpo,2025-04-25 00:00:00,71,37,33.1,0.791,32.9,31.98,2169
Giannis Antetokounmpo,2025-04-27 00:00:00,72,28,26.1,0.564,32.6,32.37,2197
Giannis Antetokounmpo,2025-04-29 00:00:00,73,30,29.6,0.613,31.9,31.4,2227
Jalen Brunson,2024-10-22 00:00:00,1,22,12.3,0.718,22.0,12.3,22
Jalen Brunson,2024-10-25 00:00:00,2,26,20.7,0.626,24.0,16.5,48
Jalen Brunson,2024-10-28 00:00:00,3,21,10.6,0.388,23.0,14.533333333333333,69
Jalen Brunson,2024-10-30 00:00:00,4,22,17.3,0.511,22.75,15.225,91
Jalen Brunson,2024-11-01 00:00:00,5,36,28.4,0.758,25.4,17.86,127
Jalen Brunson,2024-11-04 00:00:00,6,29,21.9,0.519,26.0,18.533333333333335,156
Jalen Brunson,2024-11-06 00:00:00,7,21,10.7,0.556,25.285714285714285,17.414285714285715,177
Jalen Brunson,2024-11-08 00:00:00,8,15,14.7,0.476,24.0,17.075,192
Jalen Brunson,2024-11-10 00:00:00,9,33,28.9,0.741,25.0,18.38888888888889,225
Jalen Brunson,2024-11-12 00:00:00,10,18,8.5,0.486,24.3,17.4,243
Jalen Brunson,2024-11-13 00:00:00,11,24,16.5,0.541,24.5,17.82,267
Jalen Brunson,2024-11-15 00:00:00,12,37,28.2,0.732,25.6,18.57,304
Jalen Brunson,2024-11-17 00:00:00,13,12,8.9,0.342,24.7,18.4,316
Jalen Brunson,2024-11-18 00:00:00,14,26,27.7,0.797,25.1,19.44,342
Jalen Brunson,2024-11-20 00:00:00,15,36,29.7,0.776,25.1,19.57,378
Jalen Brunson,2024-11-23 00:00:00,16,23,16.9,0.542,24.5,19.07,401
Jalen Brunson,2024-11-25 00:00:00,17,23,26.4,0.751,24.7,20.64,424
Jalen Brunson,2024-11-27 00:00:00,18,37,31.7,0.728,26.9,22.34,461
Jalen Brunson,2024-11-29 00:00:00,19,31,24.9,0.666,26.7,21.94,492
Jalen Brunson,2024-12-01 00:00:00,20,16,13.4,0.606,26.5,22.43,508
Jalen Brunson,2024-12-03 00:00:00,21,21,13.3,0.626,26.2,22.11,529
Jalen Brunson,2024-12-05 00:00:00,22,24,24.8,1.042,24.9,21.77,553
Jalen Brunson,2024-12-07 00:00:00,23,31,22.9,0.621,26.8,23.169999999999998,584
Jalen Brunson,2024-12-09 00:00:00,24,20,18.0,0.658,26.2,22.2,604
Jalen Brunson,2024-12-11 00:00:00,25,14,12.0,0.429,24.0,20.43,618
Jalen Brunson,2024-12-15 00:00:00,26,31,22.0,0.642,24.8,20.94,649
Jalen Brunson,2024-12-19 00:00:00,27,14,10.0,0.47,23.9,19.3,663
Jalen Brunson,2024-12-21 00:00:00,28,39,33.0,0.901,24.1,19.43,702
Jalen Brunson,2024-12-23 00:00:00,29,12,4.7,0.363,22.2,17.41,714
Jalen Brunson,2024-12-25 00:00:00,30,20,14.3,0.383,22.6,17.5,734
Jalen Brunson,2024-12-27 00:00:00,31,26,21.9,0.55,23.1,18.36,760
Jalen Brunson,2024-12-28 00:00:00,32,55,43.9,0.715,26.2,20.27,815
Jalen Brunson,2024-12-30 00:00:00,33,18,12.2,0.469,24.9,19.2,833
Jalen Brunson,2025-01-03 00:00:00,34,22,13.5,0.429,25.1,18.75,855
Jalen Brunson,2025-01-04 00:00:00,35,33,30.6,0.664,27.0,20.61,888
Jalen Brunson,2025-01-06 00:00:00,36,24,11.8,0.472,26.3,19.59,912
Jalen Brunson,2025-01-08 00:00:00,37,13,11.4,0.44,26.2,19.73,925
Jalen Brunson,2025-01-10 00:00:00,38,27,17.9,0.666,25.0,18.22,952
Jalen Brunson,2025-01-12 00:00:00,39,44,37.9,0.745,28.2,21.54,996
Jalen Brunson,2025-01-13 00:00:00,40,31,22.9,0.563,29.3,22.4,1027
Jalen Brunson,2025-01-15 00:00:00,41,38,28.7,0.732,30.5,23.08,1065
Jalen Brunson,2025-01-17 00:00:00,42,26,17.5,0.516,27.6,20.44,1091
Jalen Brunson,2025-01-20 00:00:00,43,34,26.3,0.744,29.2,21.85,1125
Jalen Brunson,2025-01-21 00:00:00,44,17,7.5,0.43,28.7,21.25,1142
Jalen Brunson,2025-01-25 00:00:00,45,25,23.7,0.682,27.9,20.56,1167
Jalen Brunson,2025-01-27 00:00:00,46,20,16.9,0.672,27.5,21.07,1187
Jalen Brunson,2025-01-29 00:00:00,47,30,34.8,0.786,29.2,23.41,1217
Jalen Brunson,2025-02-01 00:00:00,48,17,4.9,0.403,28.2,22.11,1234
Jalen Brunson,2025-02-03 00:00:00,49,42,35.5,0.633,28.0,21.869999999999997,1276
Jalen Brunson,2025-02-04 00:00:00,50,28,21.2,0.571,27.7,21.7,1304
Jalen Brunson,2025-02-08 00:00:00,51,36,28.5,0.759,27.5,21.68,1340
Jalen Brunson,2025-02-11 00:00:00,52,8,2.4,0.364,25.7,20.169999999999998,1348
Jalen Brunson,2025-02-12 00:00:00,53,36,28.0,0.709,25.9,20.34,1384
Jalen Brunson,2025-02-20 00:00:00,54,22,19.1,0.483,26.4,21.5,1406
Jalen Brunson,2025-02-21 00:00:00,55,26,18.9,0.693,26.5,21.02,1432
Jalen Brunson,2025-02-23 00:00:00,56,22,13.0,0.579,26.7,20.63,1454
Jalen Brunson,2025-02-26 00:00:00,57,34,29.3,0.707,27.1,20.080000000000002,1488
Jalen Brunson,2025-02-28 00:00:00,58,23,17.9,0.491,27.7,21.380000000000003,1511
Jalen Brunson,2025-03-02 00:00:00,59,31,21.0,0.579,26.6,19.93,1542
Jalen Brunson,2025-03-04 00:00:00,60,25,17.7,0.593,26.3,19.580000000000002,1567
Jalen Brunson,2025-03-06 00:00:00,61,39,30.0,0.615,26.6,19.73,1606
Jalen Brunson,2025-04-06 00:00:00,62,15,11.1,0.56,27.3,20.6,1621
Jalen Brunson,2025-04-08 00:00:00,63,27,21.2,0.617,26.4,19.919999999999998,1648
Jalen Brunson,2025-04-10 00:00:00,64,15,7.8,0.436,25.7,18.79,1663
Jalen Brunson,2025-04-11 00:00:00,65,27,17.6,0.672,25.8,18.66,1690
Jalen Brunson,2025-04-19 00:00:00,66,34,23.1,0.541,27.0,19.669999999999998,1724
Jalen Brunson,2025-04-21 00:00:00,67,37,22.3,0.581,27.3,18.97,1761
Jalen Brunson,2025-04-24 00:00:00,68,30,25.7,0.583,28.0,19.75,1791
Jalen Brunson,2025-04-27 00:00:00,69,32,26.9,0.595,28.1,20.34,1823
Jalen Brunson,2025-04-29 00:00:00,70,16,5.8,0.392,27.2,19.15,1839
Jalen Brunson,2025-05-01 00:00:00,71,40,26.6,0.548,27.3,18.81,1879
Jalen Brunson,2025-05-05 00:00:00,72,29,17.6,0.556,28.7,19.46,1908
Jalen Brunson,2025-05-07 00:00:00,73,17,9.4,0.409,27.7,18.28,1925
Jalen Brunson,2025-05-10 00:00:00,74,27,17.4,0.561,28.9,19.240000000000002,1952
Jalen Brunson,2025-05-12 00:00:00,75,39,34.8,0.673,30.1,20.96,1991
Jalen Brunson,2025-05-14 00:00:00,76,22,12.6,0.525,28.9,19.91,2013
Jalen Brunson,2025-05-16 00:00:00,77,23,20.0,0.73,27.5,19.68,2036
Jalen Brunson,2025-05-21 00:00:00,78,43,25.5,0.69,28.8,19.66,2079
Jalen Brunson,2025-05-23 00:00:00,79,36,27.7,0.616,29.2,19.740000000000002,2115
Jalen Brunson,2025-05-25 00:00:00,80,23,9.1,0.513,29.9,20.07,2138
Jalen Brunson,2025-05-27 00:00:00,81,31,23.5,0.638,29.0,19.759999999999998,2169
Jalen Brunson,2025-05-29 00:00:00,82,32,26.1,0.81,29.3,20.61,2201
Jalen Brunson,2025-05-31 00:00:00,83,19,9.3,0.503,29.5,20.6,2220
Jayson Tatum,2024-10-22 00:00:00,1,37,38.1,0.98,37.0,38.1,37
Jayson Tatum,2024-10-24 00:00:00,2,25,21.3,0.542,31.0,29.700000000000003,62
Jayson Tatum,2024-10-26 00:00:00,3,37,25.5,0.617,33.0,28.3,99
Jayson Tatum,2024-10-28 00:00:00,4,15,9.1,0.444,28.5,23.5,114
Jayson Tatum,2024-10-30 00:00:00,5,37,27.7,0.585,30.2,24.34,151
Jayson Tatum,2024-11-01 00:00:00,6,32,25.6,0.647,30.5,24.55,183
Jayson Tatum,2024-11-02 00:00:00,7,29,18.1,0.645,30.285714285714285,23.62857142857143,212
Jayson Tatum,2024-11-04 00:00:00,8,28,26.0,0.627,30.0,23.925,240
Jayson Tatum,2024-11-06 00:00:00,9,32,20.3,0.668,30.22222222222222,23.522222222222226,272
Jayson Tatum,2024-11-08 00:00:00,10,33,24.9,0.588,30.5,23.66,305
Jayson Tatum,2024-11-10 00:00:00,11,31,19.9,0.562,29.9,21.84,336
Jayson Tatum,2024-11-12 00:00:00,12,20,14.4,0.512,29.4,21.15,356
Jayson Tatum,2024-11-13 00:00:00,13,36,34.6,0.784,29.3,22.06,392
Jayson Tatum,2024-11-16 00:00:00,14,24,19.9,0.566,30.2,23.14,416
Jayson Tatum,2024-11-19 00:00:00,15,33,26.5,0.658,29.8,23.02,449
Jayson Tatum,2024-11-22 00:00:00,16,16,11.2,0.37,28.2,21.580000000000002,465
Jayson Tatum,2024-11-24 00:00:00,17,26,18.7,0.55,27.9,21.64,491
Jayson Tatum,2024-11-25 00:00:00,18,20,15.4,0.567,27.1,20.580000000000002,511
Jayson Tatum,2024-11-29 00:00:00,19,35,32.8,0.781,27.4,21.83,546
Jayson Tatum,2024-12-01 00:00:00,20,33,23.0,0.565,27.4,21.64,579
Jayson Tatum,2024-12-02 00:00:00,21,18,6.8,0.42,26.1,20.33,597
Jayson Tatum,2024-12-06 00:00:00,22,34,28.3,0.723,27.5,21.72,631
Jayson Tatum,2024-12-07 00:00:00,23,17,13.1,0.366,25.6,19.57,648
Jayson Tatum,2024-12-15 00:00:00,24,28,14.4,0.521,26.0,19.02,676
Jayson Tatum,2024-12-19 00:00:00,25,31,24.0,0.597,25.8,18.77,707
Jayson Tatum,2024-12-21 00:00:00,26,43,39.7,0.864,28.5,21.619999999999997,750
Jayson Tatum,2024-12-25 00:00:00,27,32,28.0,0.693,29.1,22.55,782
Jayson Tatum,2024-12-27 00:00:00,28,22,22.2,0.624,29.3,23.23,804
Jayson Tatum,2024-12-29 00:00:00,29,22,20.1,0.573,28.0,21.96,826
Jayson Tatum,2024-12-31 00:00:00,30,23,16.4,0.645,27.0,21.3,849
Jayson Tatum,2025-01-02 00:00:00,31,33,27.8,0.592,28.5,23.4,882
Jayson Tatum,2025-01-03 00:00:00,32,20,12.8,0.503,27.1,21.85,902
Jayson Tatum,2025-01-05 00:00:00,33,26,19.8,0.583,28.0,22.520000000000003,928
Jayson Tatum,2025-01-07 00:00:00,34,29,22.3,0.566,28.1,23.31,957
Jayson Tatum,2025-01-10 00:00:00,35,15,5.4,0.524,26.5,21.45,972
Jayson Tatum,2025-01-12 00:00:00,36,38,25.3,0.552,26.0,20.009999999999998,1010
Jayson Tatum,2025-01-15 00:00:00,37,16,13.9,0.465,24.4,18.6,1026
Jayson Tatum,2025-01-17 00:00:00,38,30,25.2,0.672,25.2,18.9,1056
Jayson Tatum,2025-01-18 00:00:00,39,23,17.2,0.469,25.3,18.61,1079
Jayson Tatum,2025-01-20 00:00:00,40,22,17.8,0.538,25.2,18.75,1101
Jayson Tatum,2025-01-22 00:00:00,41,24,16.5,0.515,24.3,17.619999999999997,1125
Jayson Tatum,2025-01-23 00:00:00,42,16,13.0,0.531,23.9,17.64,1141
Jayson Tatum,2025-01-25 00:00:00,43,24,11.7,0.505,23.7,16.830000000000002,1165
Jayson Tatum,2025-01-27 00:00:00,44,19,15.7,0.542,22.7,16.169999999999998,1184
Jayson Tatum,2025-01-29 00:00:00,45,16,10.0,0.477,22.8,16.630000000000003,1200
Jayson Tatum,2025-01-31 00:00:00,46,27,19.9,0.582,21.7,16.09,1227
Jayson Tatum,2025-02-02 00:00:00,47,35,33.1,0.788,23.6,18.009999999999998,1262
Jayson Tatum,2025-02-04 00:00:00,48,22,16.8,0.429,22.8,17.169999999999998,1284
Jayson Tatum,2025-02-06 00:00:00,49,17,10.9,0.599,22.2,16.54,1301
Jayson Tatum,2025-02-08 00:00:00,50,40,29.4,0.668,24.0,17.7,1341
Jayson Tatum,2025-02-10 00:00:00,51,33,24.1,0.604,24.9,18.46,1374
Jayson Tatum,2025-02-12 00:00:00,52,32,24.7,0.561,26.5,19.630000000000003,1406
Jayson Tatum,2025-02-20 00:00:00,53,15,15.8,0.524,25.6,20.04,1421
Jayson Tatum,2025-02-23 00:00:00,54,25,20.3,0.552,26.2,20.5,1446
Jayson Tatum,2025-02-25 00:00:00,55,19,13.3,0.503,26.5,20.830000000000002,1465
Jayson Tatum,2025-02-26 00:00:00,56,27,17.2,0.65,26.5,20.56,1492
Jayson Tatum,2025-02-28 00:00:00,57,46,37.9,0.587,27.6,21.04,1538
Jayson Tatum,2025-03-02 00:00:00,58,16,6.9,0.432,27.0,20.05,1554
Jayson Tatum,2025-03-06 00:00:00,59,35,26.6,0.733,28.8,21.619999999999997,1589
